"Hora local en Pudahuel (aeropuerto)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"08.07.2017 23:00";"7.5";"724.7";"767.6";"";"87";"";"";"";"";"70 – 80%.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"";"Altocúmulos translucidus a un solo nivel.";"Cirroestratos que no invaden progresivamente el cielo y que no lo cubren en su totalidad.";"";"5.5";"";"";"";"";"";"";
"08.07.2017 20:00";"10.8";"724.5";"766.7";"0.8";"80";"";"";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"15.7";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus.";"6.0";"7.4";"Sin precipitación";"6";"";"";"";"";
"08.07.2017 17:00";"15.2";"723.7";"765.2";"";"58";"";"";"";"";"50%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"Cirrus spissatus, en bancos o haces entreverados, que generalmente no aumentan y que a veces parecen restos de la parte superior de un cumulonimbus; o cirrus castellanus o floccus.";"";"6.9";"";"";"";"";"";"";
"08.07.2017 14:00";"14.0";"724.0";"765.9";"-0.5";"58";"Viento procedente del oestenoroeste";"1";"";"";"90  o más, pero no 100%";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"50%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrus uncinus o cirrus fibratus, o ambos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto.";"7.0";"5.8";"Sin precipitación";"6";"";"";"";"";
"08.07.2017 11:00";"9.4";"724.5";"767.0";"";"78";"Viento procedente del noroeste";"2";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"70 – 80%.";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"5.7";"";"";"";"";"";"";
"08.07.2017 08:00";"6.0";"723.4";"766.5";"0.6";"84";"";"";"";"";"90  o más, pero no 100%";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"4.2";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"60%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"2.0";"3.4";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.07.2017 05:00";"5.0";"722.8";"766.0";"";"90";"";"";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"3.5";"";"";"";"";"";"";
"08.07.2017 02:00";"8.1";"722.8";"765.4";"-0.6";"77";"";"";"";"";"90  o más, pero no 100%";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"6.0";"4.2";"Sin precipitación";"6";"";"";"";"";
"07.07.2017 23:00";"9.0";"723.4";"766.0";"";"71";"Viento procedente del noreste";"2";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"07.07.2017 20:00";"11.2";"723.4";"765.7";"0.6";"61";"Viento procedente del norte";"2";"";"";"60%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"19.2";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus (frecuentemente en bandas) y cirroestratos, o cirroestratos solos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto, pero su velo continuo no llega a 45 grados sobre el horizonte.";"10.0";"4.0";"Sin precipitación";"6";"";"";"";"";
"07.07.2017 17:00";"18.2";"722.8";"764.0";"";"34";"";"";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"07.07.2017 14:00";"17.1";"723.2";"764.6";"-1.2";"42";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"4.1";"Sin precipitación";"6";"";"";"";"";
"07.07.2017 11:00";"10.6";"724.4";"766.9";"";"75";"Viento procedente del nornoreste";"4";"";"";"20–30%.";" ";"";"";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"6.4";"";"";"";"";"";"";
"07.07.2017 08:00";"7.4";"724.0";"766.7";"0.9";"83";"";"";"";"";"90  o más, pero no 100%";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"5.3";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"50%.";"2000-2500";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"6.0";"4.6";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.07.2017 05:00";"7.7";"723.1";"765.7";"";"78";"";"";"";"";"50%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"07.07.2017 02:00";"7.2";"724.3";"767.0";"-0.3";"87";"";"";"";"";"40%.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"5.0";"5.1";"Sin precipitación";"6";"";"";"";"";
"06.07.2017 23:00";"9.6";"724.6";"767.2";"";"74";"";"";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"5.1";"";"";"";"";"";"";
"06.07.2017 20:00";"10.6";"723.7";"766.1";"0.2";"69";"Calma, escampado";"0";"";"";"90  o más, pero no 100%";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"13.7";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"5.0";"Sin precipitación";"6";"";"";"";"";
"06.07.2017 17:00";"13.3";"723.5";"765.4";"";"51";"";"";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.07.2017 14:00";"12.6";"723.9";"766.0";"-1.9";"61";"Viento procedente del norte";"3";"";"";"70 – 80%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"60%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"5.2";"Sin precipitación";"6";"";"";"";"";
"06.07.2017 11:00";"7.2";"725.8";"768.9";"";"77";"";"";"";"";"50%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.07.2017 08:00";"2.2";"725.5";"769.2";"0.9";"93";"Viento procedente del noreste";"3";"";"";"50%.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante una parte del período considerado y la mitad o menos durante el resto del período.";"1.5";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"50%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"2.0";"1.2";"Sin precipitación";"6";"Superficie del suelo helada.";"";"";"";
"06.07.2017 05:00";"5.1";"724.6";"767.8";"";"83";"";"";"";"";"50%.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"06.07.2017 02:00";"7.0";"724.1";"767.2";"-1.0";"79";"Viento procedente del nornoreste";"3";"";"";"90  o más, pero no 100%";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"2500 o más, o sin nuves.";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"5.0";"3.5";"Sin precipitación";"6";"";"";"";"";
"05.07.2017 23:00";"6.3";"725.1";"768.2";"";"87";"Viento procedente del noreste";"3";"";"";"70 – 80%.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"05.07.2017 20:00";"5.7";"725.8";"769.0";"2.3";"90";"Viento procedente del noroeste";"4";"";"";"70 – 80%.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"7.6";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"5.0";"4.1";"Sin precipitación";"6";"";"";"";"";
"05.07.2017 17:00";"7.0";"723.5";"766.3";"";"84";"Viento procedente del este";"2";"";"";"70 – 80%.";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"";"Altocúmulos translucidus en bandas, o una o más capas de altocúmulos translucidus u opacus, que progresivamente invaden el cielo; estos altocúmulos generalmente se hacen más densos en conjunto.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"4.5";"";"";"";"";"";"";
"05.07.2017 14:00";"6.8";"723.3";"766.1";"";"83";"";"";"";"";"90  o más, pero no 100%";"Bruma. ";"Llovizna.";"Llovizna.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"50%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus en bandas, o una o más capas de altocúmulos translucidus u opacus, que progresivamente invaden el cielo; estos altocúmulos generalmente se hacen más densos en conjunto.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"7.0";"4.1";"Sin precipitación";"6";"";"";"";"";
"05.07.2017 11:00";"4.0";"725.0";"767.0";"";"96";"Viento procedente del oestesuroeste";"2";"";"";"70 – 80%.";"Neblina. ";"Niebla o niebla helada o bruma espesa.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"";"Altocúmulos translucidus u opacus en dos o más capas, o altocúmulos opacus en una sola capa, que no invaden progresiva-mente el cielo, o altocúmulos con altoestratos o nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"3.4";"";"";"";"";"";"";
"05.07.2017 08:00";"2.2";"724.9";"768.7";"0.3";"95";"Viento procedente del oestesuroeste";"1";"";"";"90  o más, pero no 100%";"Neblina. ";"Niebla o niebla helada o bruma espesa.";"Niebla o niebla helada o bruma espesa.";"-0.3";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"90  o más, pero no 100%";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"4.0";"1.4";"Sin precipitación";"6";"Superficie del suelo húmeda.";"";"";"";
"05.07.2017 05:00";"-0.1";"724.6";"768.7";"";"100";"";"";"";"";"";"Niebla o niebla helada, cielo visible, sin cambio apreciable en el curso de la hora precedente. ";"Niebla o niebla helada o bruma espesa.";"Niebla o niebla helada o bruma espesa.";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"05.07.2017 02:00";"1.6";"725.6";"769.6";"-0.8";"99";"Calma, escampado";"0";"";"";"sin nubes.";"Niebla o niebla helada, cielo visible, ha comenzado o se ha espesado en el curso de la hora precedente. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"0.4";"1.5";"Sin precipitación";"6";"";"";"";"";
"04.07.2017 23:00";"4.7";"726.4";"769.9";"";"95";"";"";"";"";"sin nubes.";"Neblina. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"04.07.2017 20:00";"6.8";"726.5";"769.6";"1.1";"89";"Viento procedente del sudeste";"3";"";"";"60%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"11.6";"Cúmulos humilis o cúmulos fractus que no sean los de mal tiempo, o ambos.";"20–30%.";"1000-1500";"Altocúmulos translucidus en bandas, o una o más capas de altocúmulos translucidus u opacus, que progresivamente invaden el cielo; estos altocúmulos generalmente se hacen más densos en conjunto.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"5.1";"Sin precipitación";"6";"";"";"";"";
